language,model,joke,ev_reward,composite_reward
zh,trained,Nissan 发表了Sentra大改款，这次车格放大了，结果我的停车场变成了一个巨大的车库，每次开出去都感觉自己是从“房子”里开出来的。,7.612093925476074,7.112093925476074
zh,trained,寿司郎在环球购物中心开起了分店，顾客们蜂拥而至，结果寿司郎发现大家点的都是“屏东超大号芥末”来提升寿司的风味，最终营业额意外地增长了10%，寿司郎开心地说：“看来我们不需要促销了，顾客自己帮我们实现了10%的成长！”,7.647143363952637,7.147143363952637
zh,trained,有个保险公司叫“中国人保”，2025年的中期业绩特别亮眼，净利润增长了17.8%，达到了惊人的359亿！据说，他们的秘诀是“结构优化”，但其实他们真正的秘密武器是一群会飞的保险单，飞到哪里都能赚钱。有一次，一只保险单飞到了北极，结果北极熊找上门来索赔，原来它把保险单当成了冰块给咬破了……,7.779802322387695,7.279802322387695
zh,trained,有一天，两个兄弟为了争夺400万遗产大打出手，结果爸爸悄悄把那封决定胜负的信塞进了弟弟的耳朵里，现在他们正在为“怎么掏出来”而争吵不休……,7.983607292175293,7.483607292175293
zh,trained,有个公务员特别认真贯彻“中央八项规定精神”，结果每天加班加点，最后累得连“八项规定”都记不住了，只记得第一条“改进调查研究”——因为他每次下基层调研都走得气喘吁吁、满头大汗。,7.667498588562012,7.167498588562012
zh,trained,为什么国民党的救援速度比不上铁证？因为他们的谣言太多，忙着造谣被打了无数个脸，救援都顾不上了。,6.779829025268555,6.0798290252685545
zh,trained,"为什么别克至境L7汽车不肯去旅行？

因为它听说行李箱会被“L7”行李压住，不想让自己的空间变得“局促不安”！",7.56674861907959,6.26674861907959
zh,trained,有个河南杂技演员，他用头顶着120斤的板凳向祖国表白，结果旁边的人问他：“你这板凳底下空出来的位置是给谁留的？”他说：“是用来放巨龙的，虽然现在只能舞动板凳，但我的目标是让巨龙飞起来！”,7.3787946701049805,6.8787946701049805
zh,trained,听说中芯国际股票大涨创了新高，有股民高兴地说：“终于超越了台积电的高度！”,7.47420597076416,7.77420597076416
zh,trained,"为什么堰塞湖会变成罪犯的同谋？

因为它溢流酿成伤亡后，还直指花莲县府没有及时处理，真是个“罪有应得”的家伙！",7.455789089202881,6.155789089202881
zh,trained,蒙曼教授讲唐诗时说到，《凉州词》里的“葡萄美酒夜光杯”其实讲的是唐朝人喝的是葡萄酿的葡萄酒，结果有个学生举手问：“蒙曼老师，那王翰自己不喝酒吗？”蒙曼：“喝了，他只是不想让学生知道他也喜欢喝啤酒。”,7.901749134063721,-1.5
zh,trained,"有一天，脑内的iTunes音乐库开了个音乐会，结果发现所有的歌都卡在“现代人困境”文件夹里出不来了。

为什么呢？因为里面全是这样的歌曲：“我在人群里挤啊挤，找不到出口的感觉”、“每天都在刷新闻，世界怎么越来越难懂”。",7.708433151245117,7.208433151245117
zh,trained,"有个23岁的男子，参加了一个神秘的网上组队挑战——“10男2女穿越景区大冒险”，而且他们还特意强调不向任何人报备。结果，这伙人一进去就彻底失联了。好在，过了一个星期，他们在一片玉米地里被找到了，每个人都变成了“玉米须”。

他们回来后说，整个过程中，最恐怖的一刻是遇到了景区的“玉米迷宫”。不过，这次经历让他们意识到，以后再穿越景区之前，还是应该先报个备，至少让朋友们知道你们是去摘玉米的，而不是去寻找真正的“黄金",7.770266532897949,7.270266532897949
zh,trained,为什么“フォーカス台湾”去不了焦点？因为它总是被“海峡”挡住了！,6.563907623291016,7.063907623291016
zh,trained,有一天，小明生病了，爸爸带他去找中医做小儿推拿。中医摸了摸小明的额头说：“嗯，流感的症状很明显。”然后在小明背上推了一把，说：“好了，推拿一下就调理好了。”小明不解地问：“那我还要吃药吗？”中医答：“吃药干什么，我这推拿可是中药级别的哦！”,7.747309684753418,-1.5
zh,trained,为什么小酒窝唱《小酒窝》会引热议？因为大家纷纷讨论：是她的酒窝太迷人，还是这首歌太上头？或者是……她妈妈董璇也在场，气氛有点微妙啊！,7.040097236633301,-1.5
zh,trained,有个“民营船王”听说要卖“杉杉系”，兴奋地表示要用33亿撬动695亿，结果被朋友调侃：“你这效率，还不如直接用脚趾头撬呢！”,7.612734794616699,7.112734794616699
zh,trained,有一天，一位男子在街上对女子动手，这时一位退伍军人冲出来一脚飞踹。围观的人群中有人问：“大哥，你俩之前有仇吗？”退伍军人答：“不是，他们只是欠我一场免费的拳击表演。”,7.753079414367676,-1.5
zh,trained,福建舰轻轻一弹，就把美国的航母弹出了新闻头条，但它抖动得实在太厉害，连下午茶都洒了……（注：此处“下午茶”谐音“下午察”）,7.730169773101807,7.230169773101807
zh,trained,听说台积电要涨价了，朋友赶紧去囤芯片，结果对方说：“目前还是2纳米，等会儿就变成3纳米了。”朋友惊讶问：“为什么？” 台积电回应：“我们的定价始终策略导向，这次是想测试下大家的购买力！”,7.844225883483887,-1.5
zh,trained,为什么健康不能当演员？因为它一上台，其他人就都没机会了！,7.857365608215332,8.357365608215332
zh,trained,"为什么“明報文化館”不养猫？

因为它怕报老鼠！（报——报老鼠，谐音笑话）",7.712792873382568,8.212792873382568
zh,trained,为什么摄影师不喜欢看热话？因为他们已经有很多“影像热话”了，不需要再看文字版的！,7.114470958709717,7.114470958709717
zh,trained,有一个人中了威力彩头奖，直接爽抱了2.27亿元，然后他就住在了高雄旗津的一艘船上，因为他觉得自己的房子太小，装不下这么多钱了。,6.768547534942627,6.268547534942627
zh,trained,于朦朧在游戏里惨死，宋伊人在一旁幸灾乐祸地说：“看吧，这就是设局的下场，王鹤棣你输了！”王鹤棣无奈回应：“我只是个配角，情节设计都是她的！”,7.685581207275391,7.185581207275391
zh,trained,"为什么《亚洲周刊》总是最先知道天下大事？

因为它都有“亚”头新闻！",7.380287170410156,7.880287170410156
zh,trained,为什么“桦加沙”逆风飞行不费力？因为它用的是逆风加速包，哈哈！实际上并没有这种东西啦，这只是一种趣味假设，希望你喜欢。,6.429692268371582,4.529692268371582
zh,trained,为什么腌制食品怕跟鼻咽癌打交道？因为它总是提醒对方要“少吃点”，否则“风险升高”！,7.805640697479248,7.705640697479248
zh,trained,有一天，棒球亚锦赛上中华队对战香港队，最终比分是11比0大胜。赛后，有记者问中华队的教练：“你们是怎么做到单场打11个安打的？”教练回答说：“其实很简单，我们对香港队用了全新的球棒，每个球棒都标注了11个击球点，这样队员们就知道该在哪里挥棒了！”,7.657470703125,7.157470703125
zh,trained,CoreWeave和Meta签订了一份142亿美元的协议，内容是关于构建世界上最强大的AI模型。结果，那天晚上，整个互联网突然停电了，原来他们把所有的电力都用来“烤”一个新的AI饼干了！（注：这里的“烤”是谐音梗，“CoreWeave”听起来像“烤”）,7.881793022155762,7.381793022155762
zh,trained,为什么说长江和汉水在武汉交汇处特别有原则？因为它们做到了真正的“泾渭分明”，连爱情都“不分你我”的地方，它们却能清晰界定各自的边界！,7.611405372619629,7.111405372619629
zh,trained,美联储主席鲍尔在演讲中卖关子，没说降息的事，美财长贝森特现场等不及了：“你们难道不能一次性把悬念降到零吗？”,8.023703575134277,6.623703575134277
zh,trained,"为什么老式收音机在马国的老店里特别受欢迎？

因为它能收听到“以前”的广播！",7.475703239440918,7.875703239440918
zh,trained,北北桃YouBike大當機，蔣萬安急得直跺腳，結果被 ));( 調皮的YouBike車輛笑稱：“我們在玩藏猫貓呢！”蔣萬安只好回應：“釐清責任從速從重開罰，但先給大家發發呆時間！”,7.645112991333008,7.145112991333008
zh,trained,为什么中慧生物的股票会上涨超过5%？因为它终于找到了能治愈“股市低迷”的灵药！,7.780726909637451,7.880726909637451
zh,trained,为什么药箱子去不了飞机？因为它上了“十大出囯搭機違禁品”名单，药箱子和果酱一起被列入了禁止携带的物品！不过别担心，药箱子只是个笑话，实际乘机时请遵守相关规定哦~,6.9677839279174805,6.4677839279174805
zh,trained,"为什么说两个竞争对手是最好的朋友？

因为他们的关系“敌”（的）如仇人，但“友”（又）十分密切！",6.763863563537598,6.1633200852767285
zh,trained,"马克洪说：“如果川普想拿诺贝尔和平奖，他得先解决个事儿。”
川普疑惑：“哪个事儿？”
马克洪答：“萨拉热窝停战协议啊，你得先搞定巴林的建国问题！”",6.264445781707764,-1.5
zh,trained,有一个叫做“優才（楊殷有娣）書院”的地方，他们派出的学生去参加“創業奧林匹克”，结果回来的时候，不仅书包鼓鼓囊囊，连他们的老师也变得能说会道了。原来，他们在比赛中学会了如何推销自己，回去后纷纷变成了学校的“创业明星”，连平时最沉默的杨殷有娣也变得口若悬河，连老师都自愧不如呢！,6.771398544311523,6.271398544311523
zh,trained,为什么说花莲的堰塞湖是个不合格的老师呢？因为它总是“溢流”，让学生（这里的“学生”是指受災人數）人数“持续增加”。,7.652814865112305,5.9528148651123045
zh,trained,高端流感疫苗和国光的区别在于：高端的是请了明星代言的，而国光是靠大家口口相传的；进口厂牌比国产的多了一个“臣妾做不到啊”的包装盒。问：那保护力呢？答：高端的是给皇帝专用的，国光是给皇后用的，进口的是给皇上的马甲线专用的。,7.899014949798584,-1.5
zh,trained,有一只小鸟飞到了印尼万隆火山湖边，它看到烟气缭绕，仙境一般，就问湖边的鱼：“这里怎么这么美啊？”鱼回答说：“因为这里是火山湖，每天都有大量的硫磺味儿‘仙气’！”小鸟闻了闻，顿时觉得空气清新，便决定在这里修炼成仙……后来，它成了火山湖里的“神仙鱼”。,7.822718620300293,7.322718620300293
zh,trained,凤凰山上的主播们准备了精彩的节目来庆祝盛典，结果山下的游客问：“你们这是在开晚会吗？怎么没邀请我？”主播们只好用直播连麦的方式，让游客也“云”上共创了这场盛典。这时，一位桂林红人插话：“其实我们可以带你一起游山玩水，让你也成为这座城市的主角！”游客开心地回答：“那下次你们去北京，我也去当‘京’人吧！”,7.848644733428955,-1.5
zh,trained,刘冠廷遇到了他的天敌——杨铭威的剧本，每读一遍都忍不了，频频求制作人：“真的太烦，能不能换个人写剧本？”制作人疑惑：“那换成谁呢？张国伟？”,7.76359748840332,-1.5
zh,trained,为什么首页那么着急？因为它听说了“后页”在追它！,7.261369705200195,7.761369705200195
zh,trained,有一天，南非男足的教练收到了一个坏消息，他们因为违规使用了一个停赛的球员，在世界杯预选赛中被扣分了。于是，他去问那个停赛的球员：“你为什么要去踢比赛啊？”球员回答说：“我也不知道，我只是想去喝个咖啡，结果他们就说我是来踢球的。”教练无奈地说：“那你以后还是别喝咖啡了，免得又被误认为是来踢球的。”球员笑了笑说：“那我还是去跑步吧，至少这样你们就不会再误会我是来踢球的了。”教练叹了口气，心想：“这小子真是越说,7.796533584594727,7.296533584594727
zh,trained,为什么河锡辰不会参加智商测试？因为他已经用132的智商跑了个100米，只剩下12秒可以思考了。,7.557465076446533,6.857465076446533
zh,trained,有个蓝衣男深夜跟踪一位女士，结果鬼使神差地在女子家门口露出“诡异的笑容”。正当他笑得前仰后合时，突然从里面冲出一群人，为首的喊道：“你终于出现了，我们等你半天了！”蓝衣男瞬间变脸：“我只是……来拿快递的！”众人：“……你快回去吧，我们自己能搞定。”蓝衣男擦了擦冷汗，转身就跑，边跑边想：“下次跟踪一定要选白天，晚上太吓人了！”,7.635094165802002,7.135094165802002
zh,trained,"有一天，一位来自小镇的公务员梦想着能青云直上，成为一省之长。他每天都在办公室里苦读，希望能考个好成绩。

终于，机会来了，全省公务员考试的成绩公布了。他满怀期待地打开网页，结果屏幕上显示的是：“恭喜您，已成功从小镇公务员晋升为……电梯按键清洁工！” 

他愣了半晌，然后突然笑了起来，心想：“看来我得先从清洁工作起，才能真正达到‘一键直达’的境界啊！”",7.502222061157227,-1.5
zh,trained,为什么《创世纪》里的犹大不炒股？因为他一出手，《金式森林》的股票就跌进了“纸”林之中，豪门之间的争斗连空气都纸醉金迷了。,7.732763290405273,5.732763290405273
zh,trained,有个蓝党魁在辩论时紧张兮兮，他的助手郑丽文在一旁提醒说：“辩论完了别忘了加固台湾的防空系统哦，北京那边都急红眼了，2028年前他们一定动手，台湾可得做好准备，别成了第二个乌克兰。”蓝党魁听完后淡定地说：“放心吧，我已经请巫师了，这次他们会用蓝色魔法保护我们，比防空系统还靠谱！”,7.862648010253906,7.362648010253906
zh,trained,台风“樺加沙”袭击花东，导致14人遇难，而王心凌却悄悄捐了100万用于救灾，真是让人感叹。不过，如果按台风命名规则，“樺加沙”应该是男性名字，不知道王心凌怎么想到要捐款给一个“男生”台风的……（虽然台风和性别无关，但王心凌好心捐款是真的！）,7.447762489318848,6.947762489318848
zh,trained,有个少校因为采购案进了监狱，他在里面对新认识的少将说：“以前我以为只有我这么聪明，原来还有你，不过你看看现在，我买的是‘亲戚’，你买的都是‘国防’啊！”新任少将无奈地回应：“那是因为你的亲戚太多，我的国家只有一个。”,7.954923152923584,7.454923152923584
zh,trained,为什么美食家 never 借钱给别人？因为他们害怕变成债务山（点心）！,7.662690162658691,8.162690162658691
zh,trained,为什么大楼公共设施会“以为很废”？因为它每天都在被“夸奖”：每个周末都去，太赞了！但实际上它只是想说：“你们能不能别每周都来，给我点休息时间？”,7.817236423492432,-1.5
zh,trained,为什么漫画里的角色们总是被扔出窗口？因为漫画家觉得这样能很好地展现他们飞得更高或跌得更惨！,6.122699737548828,5.622699737548828
zh,trained,有位老兄活到了150岁，他用延寿账本来记录长寿秘诀，结果发现：每天记一笔“忘记吃药”，每周记一次“忘记生气”，每月记一次“忘记年龄”。看来，他的长寿公式是——永远年轻，永远快乐，偶尔糊涂！,7.926383972167969,7.426383972167969
zh,trained,"老师在课堂上说：“教育不是填满一桶水，而是点燃一把火。”
学生问：“那怎么点燃这把火呢？”
老师回答：“多听课，多做题，多看参考书……”",7.473194122314453,-1.5
zh,trained,有个小偷去超商偷东西，结果遇到店员反抗，小偷一怒之下拔刀砍人。不料，旁边有个小朋友在尖叫：“妈妈，你看超商叔叔怎么变成杀人的了，刚才还买牛奶的啊！”周围的人一听都傻眼了，纷纷四散奔逃。小偷见状，扔下刀子夺门而逃，边跑边说：“我只是想买个牛奶，怎么会变成这样，超商里的人都疯了吗？”,7.825179100036621,7.325179100036621
zh,trained,有一天，香港队和中国队打棒球，结果被狂扫11比0，赛后香港队教练很疑惑：“我们怎么就输了呢？”中国队教练笑着说：“我也不知道啊，可能是我队伍里的大熊猫在第七局吃了太多竹子，消化不良……”,7.380581378936768,6.880581378936768
zh,trained,"为什么娱乐界的人都不怕鬼？

因为他们都知道，吓一跳只值五毛钱！",7.638956069946289,8.138956069946289
zh,trained,"为什么“交流站”从来都不用担心交通堵塞？

因为它那边只有人与人之间的交流，可没有车流！",6.347693920135498,6.147693920135498
zh,trained,新娘送给大姑的新婚礼物是条黄金项链，婆婆看到后酸溜溜地说：“笑死人了，现在还送大姑黄金？”新娘淡定回应：“因为大姑是我婚礼上的最佳女傧相啊！”婆婆顿时无语，只能默默想：“笑死人的是你吧，现在连给亲戚送礼都有标准了。”,7.829894542694092,7.329894542694092
zh,trained,许美华说：“你看这马太鞍堰塞湖溢流酿成死伤，真是政治照妖镜。”旁边的人问：“那这和政治有什么关系？”许美华答：“因为这是‘马太’山形成的堰塞湖，不是‘政治’山啊！”,7.902889251708984,-1.5
zh,trained,坦迪·姆瓦佩是个领导，他一上任就宣布：“我要增强亚细安的领导力！”接着他对下属说，“你看那边的海平面上升了，这就是不增强领导力的结果！”大家都笑了，因为坦迪·姆瓦佩把“海平线”听成了“领导线”。,7.869629859924316,7.369629859924316
zh,trained,老板特意留了个座位，结果顾客突然少了，还担心亏本，这时进来一位顾客，老板高兴地说：“终于有人来了，正好坐那个预留的位子。”顾客疑惑地问：“那个位子是留给我的吗？”老板回答：“不是，我是怕亏本才留的。”,7.731418132781982,-1.5
zh,trained,为什么台风博罗依去夜店跳舞？因为它要和另外三个台风一起“共舞”，而且还打算跳到天亮，所以它的路径目前还是个谜，不知道会在哪个地方“刷存在感”！,7.553758144378662,7.053758144378662
zh,trained,兄弟抛彩带，一指林辉盛好投，率队封王，真是写了36年史上首见的壮举啊！话说回来，如果林辉盛早几年发明个“心灵传送”，说不定早就拿奖了，结果……他只是用手指投出了彩带，朋友们还以为他在做手语版的“我要赢”呢！,7.910661697387695,7.410661697387695
zh,trained,为什么广州的羊都不吃“派”？因为他们听说“羊城派”更多，都在忙着赶时髦呢！,6.407654285430908,6.707654285430908
zh,trained,为什么“美国恐怖组织”这么害怕特朗普？因为它一出现，特朗普就立刻给它定了个“假新闻”的性质。,7.682668209075928,7.082668209075928
zh,trained,为什么2025建築園冶獎的評審特別喜歡台中的建築？因為他們認為台中的建築最能 GANG (獎) ！（ GANG 在台語中有拿、獲獎的意思）,6.294272422790527,5.794272422790527
zh,trained,消息人士透露，哈马斯对“20点计划”感兴趣，但有个条件——必须包含无限多次的加沙重建。否则，“20点”就变成了“21点”，游戏结束。,7.7020721435546875,7.2020721435546875
zh,trained,李纯和马頔喜结连理，朋友们送了他们一本日历，上面写着“2025-10-02，百年好合”。两人开心地翻开日历，却发现日期后面竟然还有一行小字：“但愿人长久，千里共婵娟（月饼）”。,7.86089563369751,7.36089563369751
zh,trained,黄侨伟用布袋戏打造了一个可以自由走动的剑客叶不凡，结果观众们看得太入迷，纷纷跑到舞台上想要加入，场面一度混乱……叶不凡只好使出“分身术”，每个观众面前都出现了一个叶不凡，结果剧场变成了布袋戏的“分身大挑战”现场。,7.782616138458252,7.282616138458252
zh,trained,"为什么明周娱乐的员工都不加班？

因为他们都知道，下周娱乐才是王道！",6.105081558227539,6.605081558227539
zh,trained,为什么气象局的地址总是出错？因为它在《樺加沙颱風》里，门牌号误植重复，害得救援队跑了好几趟，结果死亡人数从20人下修到14人，但因为路标搞混了，失联的人数反而增加了，从10人增至46人。,7.523416519165039,7.023416519165039
zh,trained,中山市决定实施“百千万工程”发展目标，结果他们的船在文商旅融合的海洋里漂了三个月，因为找不到合适的“锚定”方式，只好请来一位导航专家，专家一看说：“你们这是方向错了，应该是‘中商文旅千百万吨级目标，锚定千万百姓心’。”,7.646624565124512,6.146624565124512
zh,trained,"为什么""更多""这个词总是跟着别人后面走？因为它认为自己就是那个""more""！",6.532565116882324,6.730591432671798
zh,trained,六大候选人辩论现场，一人突然拿出六把椅子坐下，众人问：“只剩你一个位置了，你是 sixth man 吗？”他答：“不，我是坐稳第一的备胎！”,7.743260383605957,-1.5
zh,trained,"为什么2025年的电子书会掉进中央处理器的咖啡杯里？

因为它看了“全球中央”2025年9月号No.201的预告，然后就忍不住想：“中央处理器也会喝咖啡？好奇怪！”结果一靠近就中招了……",7.657337188720703,-1.5
zh,trained,"为什么韩国媒体现在对数学那么感兴趣？

因为他们之前总是忽视台湾在亚锦赛上的强大“乘法”表现，这次终于算明白了——台湾原来这么“强”！",7.3223772048950195,6.8223772048950195
zh,trained,"为什么ADHD儿童的脑后会长一个小尾巴？

因为研究人员发现他们的脑部“ Wiring”（ Wiring 意为布线，也有尾巴的意思）与众不同，需要个性化的“ Tailoring”（Tailoring 意为裁缝，也有小尾巴的意思）治疗！",6.071079254150391,5.571079254150391
zh,trained,中国股市突传重磅消息：这次终于要涨了！结果大盘直接跳水，原来是要秤重量了...,7.210234642028809,7.310234642028808
zh,trained,空勤和海巡接到报警，说在花莲有一位老爷爷需要被背，一位老奶奶需要被抱。他们紧张地飞驰而去，结果发现……原来是屏东消防已经在现场，正在给老爷爷老奶奶讲述消防知识。屏东消防已经救了61人，包括60次“这是消防演习，别怕”，还有一次是教他们如何正确使用灭火器的方法。老爷爷老奶奶听完后感动地说：“我们也要去当消防员！”空勤和海巡在一旁默默叹了口气：“我们还以为有灾难呢...”,7.8712334632873535,6.3712334632873535
zh,trained,为什么古迹会场总是停不下来？因为它里面都是文学跨界写的“刹车”二字，但游客们看成了古迹名“停跡坪”，结果越停越远了！,7.605266094207764,5.805266094207763
zh,trained,郑秀文意外发现自己的笑声竟然造成了身体某部位的两处撕裂，痛得她不得不依靠拐杖走路，甚至坐上了轮椅。医生警告她：“以后笑的时候一定要小心！”从此，郑秀文在开心时变成了“慢行模式”。,7.124009609222412,6.624009609222412
zh,trained,丰田汽车决定举办一场化装舞会，所有的车都变成了超能力者。结果，普锐斯（Toyota Prius）变成了“节能侠”，因为它不仅能变身成为小车，还能将油耗提升到惊人的26.3 km/L，简直让人怀疑它是不是偷偷换上了超级节能的动力装！,7.465540885925293,6.965540885925293
zh,trained,有一个市市长，他手下有两种警察：一种是正常的警察，另一种是“快乐警察”。有一天，市里发生了盗窃案，市长立即命令这两种警察去抓贼。不久，“快乐警察”回来了，报告说：“贼被抓到了，但是他太开心了，跑了三公里后直接跳进河里游泳去了！”市长无奈地说：“那正常的警察呢？”快乐警察答道：“他们已经被我用笑声感染了，现在都在河边跳水比赛了。”,7.855458736419678,7.355458736419678
zh,trained,老张拿着新北敬老卡去健身中心，一刷卡，系统提示：“尊敬的用户，您现在享有600点积分，请问是否支付挂号费？”老张一脸懵圈：“我还没看医生呢，怎么就有挂号费了？”工作人员笑眯眯地说：“大爷，这是健身中心的优惠呀，600点正好可以支付一次全身按摩！”老张恍然大悟，下次去健身不仅要多刷几次卡，还得顺便预约个按摩！,7.8026323318481445,-1.5
zh,trained,蔡瑞雪在开心庆生时发了一组辣照，朋友们纷纷留言问她怎么这么辣，她说：“我已经分手了，获得了一颗自由和平静的心，现在我就是生活中的麻辣烫！”,7.812656879425049,7.312656879425049
zh,trained,为什么刘思明总是那么乐观？因为他总能找到生活中“明”的一面，即使在“暗”时刻也能看到希望，比如在黑暗中他总能找到自己的“明”牌。,5.062665939331055,4.562665939331055
zh,trained,求职的时候，我走进了一家面试室，面试官问我：“为什么我们应该录用你？”我回答说：“因为我不是李海。”面试官皱了皱眉，然后问我：“那你是谁？”我微笑着说：“我是王涛。”,7.8262104988098145,-1.5
zh,trained,"为什么汽车总是最晚知道家庭聚会的时间？

因为它总是最后一个收到“油量低”的邀请！",8.054471015930176,8.154471015930175
zh,trained,有个日本ETF听说要来了，009812股票紧张得直接链接了投资平台，生怕错过这一步到位的好机会，结果不小心把自己给“投资”进去了，变成了股市里的“直接链接”！,7.002294540405273,6.502294540405273
zh,trained,为什么说“明報文化館”是城市中不能负担的“硬”呢？因为它太贵了——不仅馆藏珍贵，连门票都“坚硬”得让人掏不出钱包！,6.489894866943359,4.789894866943359
zh,trained,黄文峻和郭永皓决定开一家店，他们起名为“永恒的黄色梦想”。有人问他们为什么取这样的名字，他们回答：“为了纪念我们的友谊，就像黄色一样温暖；也象征我们的目标永远辉煌，就像梦想一样璀璨！”结果，顾客都以为这是家卖黄色梦想的地方，纷纷询问是否可以买一个回家挂在墙上。,7.703256607055664,-1.5
zh,trained,【故事】他每天晚上都故事连篇地哄女儿睡觉，结果有一天女儿说：“爸爸，你讲的故事太 boring 了，你听过‘阿里巴巴与四十大盗’吗？”他回答：“听过了。”“那听过龟兔赛跑吗？”“听过。”“那海的女儿呢？”“看过动画片。”“……”女儿沉默了一会儿，突然说：“那你讲一遍你的出生故事吧！”爸爸一脸无奈地说：“好的，我是在精子和鸡蛋的强烈碰撞中诞生的。”女儿：“……”第二天，女儿睡觉前对爸爸说：“爸爸，你讲的故事还是太 boring,7.922242164611816,-1.5
zh,trained,为什么朱宗庆打击乐团不用电子表？因为他们相信“从灰烬中再出发”，用“泥巴”和“火与光”就能拼出新的秩序，连时间都不需要电子的精准！,8.085728645324707,7.585728645324707
zh,trained,有一天，葡萄牙的一位机车手戴着“安全帽”驶向圣坛，路上所有车辆都为他让路。旁边的人问：“他在安全帽里许了什么愿？”司机笑着回答：“我只是说，希望看到我的人都能戴好安全帽！”,7.6316022872924805,-1.5
zh,trained,为什么说穿越回80年代、90年代和2023年都留下同一种足迹呢？因为不管在哪一个年代，脚印后面总是跟着一双拖鞋！（注：这里的“拖鞋”谐音“90年代”，同时延续了“一种足迹”的概念）,7.129601001739502,6.629601001739502
zh,trained,姚占新先生是个国际问题专家，他研究乌克兰问题时，理想中是和平解决，现实中却发现对方只懂“武”解，于是他在纸上写了“理想与现实博弈”，结果被妻子误以为他在做饭，直接拿去炒菜了……,7.533210754394531,7.033210754394531
zh,trained,著名画家阿尔瓦罗在示范水彩画时，不小心把调色盘打翻了，结果他的作品变成了“著名画家阿尔瓦罗的即兴泼墨示范”。观众们顿时明白了，“水彩画”其实也可以这么“水墨画”！,7.615159034729004,7.115159034729004
zh,trained,为什么台风“樺加沙”让学校不停放假？因为它还没学会数数，每次放假都从头开始数，高雄、花东、七地、一校……数着数着就变成了全台大放假！,8.25124454498291,7.75124454498291
zh,trained,有一个工业智能体去应聘制造业的工作，面试官问它有什么技能，智能体说：“我会自我学习，不断优化生产流程！”面试官愣了愣，随后说：“我们这里不需要会做梦的机器。”,7.787304878234863,7.287304878234863
zh,trained,"为什么“早报校园”不敢报考大学？

因为它担心自己以后会被“晚报校园”淘汰。",7.631171226501465,8.031171226501465
zh,trained,郭書瑤问春风：“穿这样可以吗？”春风微微一吹，回答说：“可以是可以，但你确定要让全世界都看到你们牵着手？”画面中，两人甜蜜互动，连牵的手都清晰可见，真是“公然牵手”啊！,7.52856969833374,-1.5
zh,trained,"有一天，两个兄弟为了争夺父亲留下的400万遗产，差点打了起来。这时，智慧的警察叔叔走过来，说：“别打了，我有个办法。”他从口袋里掏出一封信，说，“看，这是爸爸生前写的另一封信，上面写着：‘如果你们为钱争得头破血流，那我就白给你们遗产了！’”

这封信不仅没解决他们的问题，反而让他们更加生气了。更糟糕的是，他们因为这件事推迟了退休计划，决定先解决这个“不可告人”的秘密，然后再考虑退休。结果，他们花了更多",8.077049255371094,6.577049255371094
zh,trained,有三百多个游客被困在金门，听说台北和高雄紧急加开航班疏通人潮，结果一上飞机才发现，原来他们的行李早就偷偷坐上了头等舱！,7.693326950073242,5.793326950073242
zh,trained,"为什么林榮三文学奖的获奖通知总是很迟到达？

因为获奖通知太厚了，里面塞满了各种文学作品，邮差怕弄脏，所以走得慢了一些。",5.100886344909668,3.3008863449096677
zh,trained,为什么老照片里的人都那么开心？因为那时候发朋友圈还要冲洗照片哦！,6.748514175415039,7.248514175415039
zh,trained,有132个人集体去陆地“赴陆”，结果回来时发现自己的行动都被限制了，连陆委会上的人都说：“这其中有七成都涉嫌诈骗案，看来咱们得好好查查。”原来他们都是通过编造各种故事来骗取路费和资助的，真是“人一走，茶就凉”啊！,6.697810649871826,6.197810649871826
zh,trained,为什么樺树不参加沙颱風的派对？因为它听说那里“风”沙俱厉，怕自己会变成沙雕！,7.746488571166992,7.946488571166992
zh,trained,上海的烟花非常漂亮，但是有人却说：“看了上海的烟花后，我就没想过再看天津的夜景了，因为天津的夜景比烟花还亮，直到有一天我听说天津的夜景熄灯了，我才感到心里空落落的。直到后来我去恩施看了摆手舞，才觉得生活又有了色彩。”,6.822551250457764,6.322551250457764
zh,trained,听说台积电又要涨价了，朋友赶紧去买2纳米芯片，结果回来只说了一句：“他们那涨价50%，我买了个传说中的2纳米，现在成了4纳米的谣言版本。”,7.747152328491211,7.247152328491211
zh,trained,为什么明窗不喜欢上网？因为它一上网就瞎！（注：这里的“瞎”是谐音“挂”，意指挂掉网络连接）,6.641347885131836,6.141347885131836
zh,trained,为什么艺术家画不好地图？因为他一不小心就把“艺术作品”给涂掉了！,7.118560791015625,7.618560791015625
zh,trained,有一天，麒麟玫瑰和小百日菊去加勒比海花卉展参赛，麒麟玫瑰骄傲地说：“看我的花瓣，像不像中国的神兽麒麟？”小百日菊谦虚地回答：“其实我才是最美的，你看我的颜色，就像加勒比海边的夕阳！”这时，它们遇到了南元农场的管理员，管理员笑着说：“你们两个都有自己的美丽，就像南元农场的每个角落，既有高贵的麒麟玫瑰，也有活泼的小百日菊，共同装点着加勒比海的浪漫与美丽！”,7.999869346618652,-1.5
zh,trained,"为什么科普书里的蚂蚁总是找不到出口？

因为科普书的每一页都标注了“这只是放大观察，实际生活中的蚂蚁根本不会看说明书”。",8.105443000793457,6.305443000793456
